,logFC,AveExpr,t,P.Value,adj.P.Val,B
SPRY1,-0.11679351,5.601515452,-0.874371905,0.383722849,0.43578518,-7.521139474
FAM3B,-0.293550672,3.543136971,-0.880674761,0.380315292,0.432233841,-7.241890536
LENG9,-0.091583544,2.59689812,-0.882413158,0.379378774,0.431233083,-7.021211798
DOHH,-0.091962167,3.388501776,-0.883993814,0.378528484,0.430330058,-7.203223078
ARL3,-0.082518243,4.736572206,-0.884768231,0.378112332,0.42988867,-7.448994415
ZNF192,-0.118910643,3.955075682,-0.885631704,0.37764866,0.429393186,-7.326632074
GALNT12,-0.138936564,5.039109395,-0.885782379,0.377567786,0.429332909,-7.476817638
CREB3L1,-0.188867511,5.989777836,-0.886139591,0.377376098,0.429178278,-7.520848881
03-Mar,-0.136825666,2.360162691,-0.887744601,0.376515564,0.428294445,-6.964571988
FBXO42,-0.048672463,4.629827292,-0.887957815,0.376401341,0.428206701,-7.433896306
POU5F1,-0.253999656,-1.186090421,-0.888133249,0.376307373,0.428152438,-6.379210267
WIPF2,-0.061837295,6.149948726,-0.888613225,0.376050359,0.427891607,-7.519203345
MKL2,-0.081088749,5.998468341,-0.88862209,0.376045613,0.427891607,-7.518732182
PHKA2,-0.069153687,4.552657352,-0.888720191,0.375993097,0.427889641,-7.423578594
APOE,-0.227046948,7.800358292,-0.891865042,0.374311991,0.42610237,-7.444632151
ZNF683,-0.247157504,0.750083292,-0.89295725,0.373729246,0.425470426,-6.669370189
ERP44,-0.053359,6.362256498,-0.894524962,0.372893792,0.424550671,-7.511116059
HADH,-0.076110237,5.641039029,-0.894915552,0.372685823,0.424345244,-7.504494619
BAT4,-0.060881162,4.188130748,-0.895255528,0.372504864,0.424201888,-7.362370603
RGPD1,-0.103559947,3.568312206,-0.895951686,0.372134491,0.423842757,-7.234069823
C17orf85,-0.084795761,4.697226182,-0.900278981,0.369837453,0.421351113,-7.430775817
TPCN1,-0.082932052,6.155168921,-0.900286589,0.369833422,0.421351113,-7.508736282
SFI1,-0.1089939,3.828896698,-0.900382686,0.369782514,0.421350823,-7.287308407
ZNF45,-0.068175314,3.584544976,-0.902790087,0.368508595,0.419992416,-7.231612682
POPDC3,-0.352508649,-0.745427624,-0.903357877,0.368208543,0.419681483,-6.427847953
TMSB15B,-0.182065353,0.029875756,-0.903966095,0.367887297,0.419346346,-6.543679561
ZXDA,-0.077615855,1.354658323,-0.904001205,0.367868759,0.419346346,-6.758735706
TANK,-0.063600344,5.567039751,-0.905506976,0.367074234,0.418543392,-7.491969109
URM1,-0.062954325,5.611281265,-0.905659907,0.3669936,0.418482416,-7.49367012
RPPH1,-0.214902387,-0.074932973,-0.906465102,0.36656924,0.418029452,-6.525147928
PCDHB5,-0.214985072,2.210873041,-0.906593133,0.366501792,0.418014405,-6.915903317
MDP1,-0.085999726,3.001278767,-0.907867277,0.365830995,0.417311099,-7.091033792
GUCA1B,-0.176021783,-0.600874775,-0.908435912,0.365531877,0.417062508,-6.444276174
DIDO1,-0.074585131,6.21611739,-0.908478535,0.365509463,0.417062508,-7.500910625
FZD10,-0.29091787,0.643865583,-0.910733124,0.364325054,0.4158395,-6.636014989
RAB7L1,-0.084421877,4.759295018,-0.913054877,0.363107905,0.414511654,-7.426003139
RRN3P2,-0.173398172,-0.737181864,-0.913835868,0.36269906,0.414106285,-6.419611209
MAP9,-0.108911038,4.252051442,-0.913998145,0.362614146,0.414040011,-7.356388738
LOC91316,-0.174197475,3.180028433,-0.914138547,0.362540688,0.41398681,-7.127218227
AMOT,-0.23429048,4.250142683,-0.916917982,0.361088443,0.412359041,-7.353397055
PDE10A,-0.203837908,1.87678853,-0.916950371,0.361071541,0.412359041,-6.839264008
C10orf75,-0.141368701,2.074237097,-0.918223323,0.360407684,0.411734184,-6.877086121
BAT2L1,-0.10078876,7.556806369,-0.918622122,0.360199865,0.411557791,-7.433790549
EOMES,-0.210669961,0.590164106,-0.918892342,0.360059094,0.411427454,-6.619822254
PPP1R7,-0.051822929,5.78863189,-0.919457986,0.359764535,0.411121356,-7.486977762
MKX,-0.264056303,0.252943173,-0.919477585,0.359754332,0.411121356,-6.56484808
RBBP9,-0.080006651,5.092247196,-0.920119623,0.359420183,0.410819242,-7.45006353
DNAH3,-0.382752036,1.4585445,-0.920370924,0.359289447,0.410700273,-6.761122468
LDLRAD2,-0.113465157,3.077323333,-0.920556377,0.359192987,0.41062047,-7.097219522
SNAP29,-0.050054299,5.375457698,-0.921242751,0.358836126,0.410242948,-7.468022578
SCAMP4,-0.063711307,6.362764301,-0.921714412,0.35859103,0.409993157,-7.486408954
NDFIP2,-0.092852564,5.630431487,-0.922325052,0.358273872,0.409660931,-7.479180321
GLT8D2,-0.168454334,3.231600722,-0.922516238,0.35817461,0.409577822,-7.131676844
MNS1,-0.212500666,1.989847876,-0.924527562,0.357131406,0.408466111,-6.854353616
B3GNT5,-0.151298605,5.728196436,-0.924672476,0.357056318,0.408420269,-7.480423888
CYBASC3,-0.067794783,5.872160362,-0.927894963,0.355389196,0.406634059,-7.481148528
SLC11A2,-0.073847741,6.271267355,-0.931006061,0.353784427,0.404918154,-7.479506541
KLHDC9,-0.174059529,1.868483631,-0.931364199,0.35359999,0.404797255,-6.824403511
USP46,-0.072456966,4.117422128,-0.934519359,0.351977782,0.403000046,-7.313711677
SPDYE1,-0.136674575,-0.891879502,-0.934562302,0.351955736,0.403000046,-6.378532498
CDC42EP5,-0.181714981,2.465826904,-0.935095486,0.351682085,0.402751259,-6.944481345
IMP3,-0.076451041,5.542165339,-0.935383454,0.351534346,0.402611986,-7.463368782
PRKRIR,-0.069271774,5.883708378,-0.939816178,0.349265203,0.400221355,-7.47025251
STK19,-0.065341422,3.946745559,-0.94005085,0.349145336,0.400113752,-7.275289676
CCR5,-0.190330057,3.641337889,-0.940103634,0.349118378,0.400112614,-7.21001669
ZNF185,-0.108941867,5.62260412,-0.940381208,0.348976638,0.399979918,-7.462065344
MIF4GD,-0.074228268,4.680085069,-0.94103168,0.348644628,0.399658835,-7.391318995
CCDC103,-0.199004263,2.720227067,-0.941414785,0.348449181,0.399464505,-6.995275939
ELP3,-0.068745208,4.984588682,-0.942731205,0.347778126,0.398784205,-7.420149228
CNNM2,-0.089857543,3.212698764,-0.943978843,0.347142902,0.398144695,-7.107231355
PRKAR2A,-0.094086503,4.0174857,-0.945648388,0.346294039,0.397259818,-7.284161801
BCAR3,-0.128523253,4.710517722,-0.946859181,0.345679262,0.396643144,-7.389257113
MGST2,-0.097208755,5.031617169,-0.948744841,0.344723227,0.395657932,-7.41844815
C12orf57,-0.119313504,5.829335695,-0.949482813,0.344349539,0.395352883,-7.459949727
YTHDC2,-0.068830617,4.777833273,-0.951129727,0.343516533,0.394484669,-7.392477505
PUS10,-0.093019228,3.183616879,-0.952786581,0.342679815,0.393582467,-7.0920463
ZNF664,-0.08865802,7.286375912,-0.95307223,0.342535695,0.393446263,-7.416165228
GALNTL2,-0.279499277,2.053294519,-0.957543839,0.340284725,0.39108435,-6.836098371
IL9R,-0.192725848,-1.309276817,-0.959621226,0.33924226,0.389953993,-6.297054545
PBXIP1,-0.110937069,7.617708744,-0.960660975,0.338721278,0.389413227,-7.390988485
ZNF415,-0.13999366,2.456684239,-0.961469679,0.338316424,0.389005827,-6.917545767
PARP4,-0.082706293,6.876628695,-0.963429063,0.337336822,0.387937345,-7.427445116
GPR158,-0.362764826,-1.049175877,-0.967542485,0.335286315,0.385809596,-6.325391196
FST,-0.305775158,0.993031462,-0.969861603,0.334133846,0.384569614,-6.638093819
ARPM1,-0.109244521,1.199560918,-0.971093994,0.333522472,0.383923306,-6.670733313
NOP10,-0.097173345,5.791019251,-0.972805456,0.33267465,0.383033201,-7.436590291
HHLA2,-0.487492354,1.481073928,-0.974999109,0.331590025,0.381927072,-6.713394708
DYNLRB1,-0.067430978,6.623491858,-0.975514879,0.331335345,0.381690788,-7.427065731
ZCCHC10,-0.075293771,3.977280736,-0.975680862,0.331253413,0.381624932,-7.247374815
ARSG,-0.115314069,1.910515059,-0.976028865,0.331081674,0.381484118,-6.790055889
CLN3,-0.08354172,5.883469731,-0.978141078,0.330040555,0.38042673,-7.433518518
PPP2R2B,-0.197075441,-0.034560405,-0.978242151,0.329990789,0.38039782,-6.464324176
INHBA,-0.283960501,3.793844738,-0.979671415,0.329287588,0.379644002,-7.205397429
LOC644172,-0.293848248,-0.483204689,-0.980331865,0.328962977,0.379298127,-6.394354953
PLD2,-0.071611402,4.79758186,-0.981056865,0.328606882,0.378915897,-7.36564955
EPHA7,-0.381609464,-0.885250071,-0.981098934,0.328586227,0.378915897,-6.335400331
ATP6V1H,-0.071094906,5.787466057,-0.981360972,0.32845759,0.378800439,-7.428143198
SOD2,-0.163546047,8.438612186,-0.981579146,0.328350512,0.378705291,-7.324101034
CYP46A1,-0.179745162,-0.678111129,-0.982290446,0.328001571,0.378331154,-6.363928581
AKIRIN1,-0.069386284,6.152187603,-0.982301312,0.327996243,0.378331154,-7.431576446
SUSD1,-0.097248484,4.553548562,-0.983380438,0.327467329,0.377771489,-7.335135819
C14orf109,-0.087007459,3.895859028,-0.984763673,0.326790183,0.377018546,-7.221884951
RBM7,-0.078016304,5.050098362,-0.98549418,0.326432944,0.376634597,-7.384460078
RBPMS2,-0.187337433,1.898923396,-0.985579681,0.326391149,0.376614572,-6.778493675
TUSC2,-0.074866904,4.883829082,-0.985909822,0.326229798,0.376456582,-7.369406035
TM4SF18,-0.233794958,2.14776771,-0.986441634,0.325969995,0.376184949,-6.827434728
TIFA,-0.10416779,4.13047865,-0.987213422,0.325593201,0.375806398,-7.265541624
PREPL,-0.071219257,6.075855936,-0.987720438,0.325345827,0.375577136,-7.426300314
PCDHGB4,-0.27160831,1.345949053,-0.988487683,0.324971722,0.375173377,-6.677758051
C4orf47,-0.343576214,-0.848149192,-0.989683935,0.324389001,0.374584826,-6.332309148
WDR82,-0.055988078,7.022585745,-0.992364172,0.323085902,0.373191946,-7.391859553
PPP2R3C,-0.088710143,4.501460253,-0.995026548,0.321794915,0.371812224,-7.316752958
SOCS1,-0.161931452,2.9107216,-0.99618066,0.321236347,0.371222505,-6.986091525
VAV1,-0.177299977,4.379428842,-0.997200902,0.320743103,0.370708109,-7.29720926
STOML1,-0.102762898,3.954646631,-0.997586122,0.320556996,0.370532277,-7.221233484
SMAP2,-0.101634691,6.213870802,-0.998741316,0.319999329,0.369931708,-7.414906173
SH2D1A,-0.217049363,1.847235247,-0.999045617,0.319852536,0.36978975,-6.755312671
ZNF628,-0.092825762,2.832065862,-1.00018248,0.319304513,0.369183864,-6.963949867
GSTT2,-0.281841124,2.086924298,-1.000932897,0.318943117,0.368793684,-6.800606678
MLXIP,-0.115591468,5.800172702,-1.001168878,0.318829526,0.368690004,-7.408869728
FLJ45340,-0.145656542,5.103962324,-1.003879842,0.317526511,0.367265897,-7.370466975
ZNF460,-0.121048963,1.196900314,-1.00428621,0.317331497,0.367067886,-6.637711126
FBXO31,-0.064285408,4.678269916,-1.00446373,0.317246331,0.366996919,-7.329474599
BLVRB,-0.141119087,6.204208544,-1.004800912,0.317084609,0.366837374,-7.408933294
KIAA1712,-0.073940803,3.779944319,-1.0053285,0.316831671,0.366572269,-7.177009176
ATG4A,-0.068050361,4.207640277,-1.005381086,0.316806468,0.366570631,-7.261237873
ENPP5,-0.169036147,4.29398946,-1.005980585,0.316519233,0.366320794,-7.275085389
SH3D20,-0.180023456,-0.154235837,-1.006055203,0.316483493,0.366309382,-6.41855294
NGF,-0.283607092,-0.484320827,-1.006155839,0.316435297,0.366306184,-6.368809961
C20orf135,-0.102350861,2.339776676,-1.007113277,0.315977004,0.365858113,-6.847450377
ZNF501,-0.146986462,1.764171589,-1.007333269,0.315871764,0.365763742,-6.731483208
CD300A,-0.167640729,3.946198307,-1.008679632,0.315228196,0.365100826,-7.208411369
TMEM97,-0.124269474,5.344234424,-1.008724307,0.315206856,0.365100826,-7.381874301
PSMB10,-0.110046304,5.941760147,-1.009853648,0.314667723,0.364506473,-7.403021843
RBM17,-0.075498078,5.982163377,-1.01006853,0.314565211,0.364442515,-7.403329087
AMZ1,-0.305965922,-0.534379246,-1.013064398,0.313138309,0.362843924,-6.354533574
FAM160B1,-0.070296818,5.111101439,-1.014058916,0.312665586,0.362350656,-7.36076477
FAM27A,-0.213076513,-0.828008248,-1.014993914,0.312221589,0.361863319,-6.310108021
CERKL,-0.213994541,2.660194378,-1.015449469,0.312005415,0.361667176,-6.909496657
LOC221442,-0.24962397,-0.472434542,-1.016195374,0.311651677,0.361393058,-6.360525051
UBR2,-0.076462384,5.232273318,-1.017023932,0.311259056,0.360992101,-7.366429261
PCDHGA8,-0.263266257,-0.920046754,-1.01841924,0.310598621,0.360280373,-6.293612947
COPS2,-0.085314694,6.016125543,-1.020497497,0.309616668,0.359195427,-7.393090869
SVOPL,-0.341634575,-1.275095978,-1.023279142,0.308305626,0.357755248,-6.239440617
RANBP2,-0.087623007,6.972363807,-1.023281426,0.30830455,0.357755248,-7.363308903
ZCCHC18,-0.177926255,-1.175926626,-1.024830474,0.307576071,0.356989324,-6.251471501
KCTD7,-0.093484345,3.841553434,-1.026150053,0.306956417,0.356350639,-7.169005506
PEX2,-0.100069351,5.689208063,-1.02632485,0.306874398,0.356282262,-7.380071036
DBR1,-0.063005558,4.217394479,-1.026420462,0.30682954,0.356257024,-7.24159502
DDX20,-0.05329692,4.185616829,-1.026549047,0.30676922,0.356213826,-7.235913029
CCDC107,-0.084793089,4.504724089,-1.028455012,0.305876053,0.355230234,-7.283436432
MPPED2,-0.231604361,-0.876527544,-1.029322839,0.305469954,0.35481209,-6.28874477
HOXD1,-0.319284184,2.01504817,-1.030421221,0.304956487,0.354269088,-6.756310552
UBE3A,-0.06100682,6.215183984,-1.03136799,0.30451436,0.353782139,-7.381827383
ASAP1,-0.121687722,5.806130832,-1.031488221,0.304458246,0.353743615,-7.378258431
CCDC130,-0.08995112,3.746704236,-1.032378814,0.304042798,0.353287552,-7.142354723
NAIF1,-0.063179246,3.353808965,-1.032594872,0.303942068,0.353235709,-7.052996508
ANKRD28,-0.096747444,5.823327725,-1.032889455,0.303804764,0.353117469,-7.377235541
DYNLT3,-0.07708492,5.322013408,-1.033082393,0.303714859,0.3530396,-7.355718599
ZNF641,-0.097431158,2.989827677,-1.034737382,0.302944406,0.352223729,-6.965451412
LXN,-0.138784084,4.224649263,-1.035998482,0.302358206,0.351595228,-7.232983373
ZNF187,-0.090649307,3.651341918,-1.038011963,0.301423861,0.350561637,-7.115608436
WSB2,-0.089421026,6.454809229,-1.038347198,0.301268486,0.35040738,-7.369803259
LMO4,-0.107384851,5.813300514,-1.038413944,0.301237557,0.350397853,-7.371283717
TBC1D8,-0.161584748,4.787098296,-1.038699343,0.301105332,0.350270489,-7.306447111
GNPDA2,-0.068517315,4.023867685,-1.03881712,0.301050778,0.350233466,-7.193139218
COQ10B,-0.073841971,5.25753907,-1.039109798,0.300915238,0.350102213,-7.34543952
SPEG,-0.260751582,2.055395802,-1.040153576,0.300432196,0.349645808,-6.754383237
DET1,-0.130200648,2.371404823,-1.042138183,0.299515201,0.348604928,-6.818531919
ATE1,-0.107968645,3.327471012,-1.042210731,0.299481715,0.348592283,-7.036891889
PPAN-P2RY11,-0.624706163,-2.482177349,-1.042560799,0.299320174,0.348483218,-6.062605444
CCPG1,-0.093556806,7.018102691,-1.043466704,0.29890241,0.348052879,-7.340160231
GBP3,-0.272322576,5.291419506,-1.045929959,0.29776846,0.34683386,-7.340517134
KIAA1632,-0.102511152,5.349854677,-1.046580722,0.29746937,0.346511679,-7.343374003
ZNF780B,-0.112381206,3.446378518,-1.048009973,0.296813203,0.345825757,-7.058552635
ALPK3,-0.230812605,5.138135381,-1.054067222,0.294043218,0.342805719,-7.321524334
EMID2,-0.228033641,-0.600916036,-1.05583676,0.293237332,0.341943798,-6.301057203
IDS,-0.107625855,7.898192294,-1.056953235,0.292729638,0.341429286,-7.278487286
KLHDC8B,-0.104727692,4.635354944,-1.057279235,0.292581509,0.341282345,-7.270071843
ERMP1,-0.114689534,5.647810953,-1.057842635,0.29232563,0.341009803,-7.345830392
ZNF33A,-0.104986065,5.316731897,-1.058734742,0.291920773,0.340614759,-7.328627822
SNED1,-0.142390503,5.124011779,-1.061468525,0.290682504,0.339246999,-7.312654101
CLMN,-0.221482819,4.650370515,-1.065427163,0.288895787,0.337315054,-7.263246884
ELFN2,-0.312163872,2.778118797,-1.065499569,0.288863177,0.337302535,-6.884379132
CRISPLD2,-0.196965992,6.066599993,-1.066834414,0.28826244,0.336626568,-7.345149524
LZTR1,-0.077599343,5.338407736,-1.067565221,0.287933907,0.336268398,-7.320568278
BOC,-0.193159688,3.023328136,-1.06765412,0.28789396,0.336268398,-6.938790196
ZNF624,-0.098426752,2.033798726,-1.06782675,0.287816399,0.336207604,-6.721034612
BOD1L,-0.113893086,5.813929393,-1.068819389,0.287370695,0.335737862,-7.339336221
FAM193B,-0.137142956,4.42564863,-1.070103328,0.286794894,0.335090554,-7.228821951
SYTL5,-0.366127409,0.780070243,-1.073937328,0.285080181,0.333188137,-6.497540712
BMP2K,-0.12854894,3.970992533,-1.075423646,0.284417334,0.332489085,-7.144067541
UIMC1,-0.049863418,4.299138154,-1.076832813,0.283789871,0.331780738,-7.202307311
C6orf124,-0.170809374,-0.693412019,-1.077433632,0.283522632,0.331493457,-6.264889704
C5orf20,-0.294637381,-0.232832112,-1.077513633,0.283487061,0.331477018,-6.332917955
TNPO2,-0.073226148,5.951227482,-1.078587993,0.283009667,0.330943919,-7.33153797
ARID1B,-0.087195735,6.251503511,-1.079068419,0.282796367,0.330719588,-7.331185238
LOC100131434,-0.255232053,0.057892714,-1.079089695,0.282786923,0.330719588,-6.375969543
RPRM,-0.405753985,-1.14973879,-1.080038471,0.282366019,0.33029151,-6.197781434
EBPL,-0.125572354,4.635828461,-1.080943487,0.281964929,0.329847382,-7.244899748
SCNN1A,-0.18804972,7.826758177,-1.081661221,0.281647118,0.329500614,-7.256135354
NOD2,-0.169714889,2.76157746,-1.082603027,0.281230462,0.329038146,-6.862318485
ZNF208,-0.247847937,-0.149796584,-1.082864764,0.281114745,0.328927732,-6.339841037
ATP5S,-0.093798168,2.488614725,-1.083071898,0.281023192,0.328851937,-6.800752546
ZNF879,-0.150570606,1.459464713,-1.083631944,0.280775753,0.328655857,-6.598633656
HSD11B1L,-0.120678323,2.261419122,-1.08395794,0.280631792,0.328512299,-6.750780762
PRR18,-0.431622351,-1.623718231,-1.085773647,0.279830893,0.32762453,-6.127668186
CATSPER2,-0.177997531,-0.351687394,-1.090580322,0.277718299,0.325324134,-6.301019557
DHX38,-0.072709112,5.936397284,-1.092613989,0.276827796,0.324319394,-7.31613489
LPIN1,-0.124243954,5.134970735,-1.094196095,0.276136388,0.323569443,-7.278302911
HIVEP2,-0.13431119,5.676142239,-1.094309237,0.276086989,0.32353616,-7.307713419
SNHG9,-0.184391506,0.159779499,-1.09573152,0.275466522,0.322833608,-6.374044761
FLJ42709,-0.189411561,2.439953967,-1.098321838,0.274338982,0.321585555,-6.773574392
ZNF222,-0.115619799,1.629390141,-1.098477257,0.274271431,0.321530829,-6.611742047
CACNB1,-0.16893663,3.310136029,-1.098743333,0.274155811,0.321444195,-6.972552463
ZSCAN12P1,-0.208059949,0.772808243,-1.099127125,0.2739891,0.321273172,-6.469218464
FAM20A,-0.189070498,5.377778231,-1.099208013,0.273953972,0.321256427,-7.288658802
CXCR6,-0.230469221,2.836183913,-1.100288877,0.273484885,0.320803994,-6.860197262
ANO3,-0.336231605,-0.192928794,-1.102081098,0.272708299,0.319917394,-6.312508022
TSPAN11,-0.276520879,3.90908789,-1.102908242,0.272350406,0.319546197,-7.101640751
IDI2,-0.120330229,1.256722335,-1.104519028,0.271654377,0.318802373,-6.542545229
ZNF385D,-0.288829008,-1.165116479,-1.106885431,0.270634083,0.317701776,-6.16673574
AIP,-0.08846669,5.869224451,-1.108210503,0.27006393,0.317104935,-7.297829729
FADS1,-0.162152948,6.009852798,-1.108271271,0.270037803,0.317098418,-7.299838574
NFE2L1,-0.076933942,8.287143808,-1.108400981,0.26998204,0.317057097,-7.200697982
ADRA2B,-0.242876673,-1.042013162,-1.109497754,0.269510851,0.316624396,-6.180914572
PARP12,-0.085862708,5.753630482,-1.110087323,0.2692578,0.316351227,-7.292882746
RANGRF,-0.119819841,4.246545273,-1.110164546,0.269224667,0.316336418,-7.157334087
CTDP1,-0.079659988,4.761445923,-1.111309027,0.268733954,0.315783913,-7.225924351
BRD1,-0.085629101,5.404949868,-1.111386165,0.268700903,0.315769154,-7.276755194
ENTPD1,-0.118185941,6.042288296,-1.111408167,0.268691476,0.315769154,-7.296626257
TRIM5,-0.098119578,4.902540036,-1.113840412,0.267650798,0.314583082,-7.237172031
ZNF571,-0.091113729,1.926704443,-1.114425804,0.267400747,0.314313159,-6.649353759
SOCS6,-0.079681336,5.029207995,-1.11465071,0.267304722,0.314224255,-7.247433416
WNT5A,-0.177750326,4.650529431,-1.115492401,0.266945568,0.313825999,-7.208845062
WBP11,-0.064937864,6.408885587,-1.118279048,0.265758891,0.312502443,-7.285136494
ADCYAP1,-0.43857787,-0.941359811,-1.11837044,0.265720035,0.312480597,-6.185247402
ZFP112,-0.128713815,1.984716558,-1.120848199,0.264668099,0.311314816,-6.653597506
LOC338799,-0.197897542,2.418111023,-1.120866761,0.264660229,0.311314816,-6.743956618
C9orf167,-0.134658706,5.292109008,-1.122212813,0.264089993,0.31068225,-7.258103691
SCN3A,-0.344972694,-0.390463273,-1.123838932,0.263402256,0.309967832,-6.258858064
EXOSC7,-0.088194659,4.591345055,-1.126689778,0.262199565,0.308693964,-7.189142765
TMPPE,-0.136280824,1.323069411,-1.129063735,0.261200997,0.307565322,-6.526205382
BCKDHB,-0.094630331,3.846546503,-1.130193746,0.260726613,0.307053658,-7.058263274
SREBF1,-0.11616518,6.638324585,-1.131150549,0.260325415,0.306604604,-7.262919081
C15orf56,-0.176280278,-0.393261821,-1.131251606,0.260283065,0.306578158,-6.250189195
THAP2,-0.104228374,2.438952814,-1.131377401,0.260230356,0.306562938,-6.736723579
SHB,-0.119843325,5.170829285,-1.132157017,0.259903858,0.306201717,-7.238801892
FASLG,-0.29416473,0.009542465,-1.132448324,0.259781934,0.306081474,-6.310086937
MAMLD1,-0.195356238,2.621122595,-1.133402723,0.25938276,0.305634526,-6.774624059
ZNF557,-0.115243406,2.799350708,-1.134212993,0.259044206,0.305258944,-6.814047392
KIF12,-0.333995534,1.317772841,-1.13503761,0.258699975,0.304899933,-6.518631701
MPZ,-0.161596901,-0.196994152,-1.135449246,0.258528261,0.304720858,-6.275002226
SEMA6B,-0.243251179,3.613906534,-1.135584382,0.258471907,0.304677739,-7.001617858
TMEM168,-0.078430453,4.9622867,-1.13577274,0.258393371,0.304608465,-7.218018832
ZNF609,-0.108890583,5.996586507,-1.135915102,0.258334025,0.304561803,-7.268801736
CCR2,-0.264179416,2.876116276,-1.137512166,0.257668918,0.303847415,-6.827969842
TM7SF2,-0.15883318,4.694348523,-1.137586613,0.257637943,0.30383414,-7.18913198
LLGL2,-0.121674979,6.533121849,-1.13831326,0.257335751,0.303500989,-7.25880926
KIAA0174,-0.053797433,7.01058313,-1.138793881,0.25713601,0.303288627,-7.236846928
RASGRP3,-0.149757051,3.880372236,-1.140629192,0.25637428,0.302416589,-7.053548537
TICAM1,-0.13221665,4.86890307,-1.14067539,0.256355126,0.302416589,-7.203849573
C9orf93,-0.142946901,0.752839441,-1.140719542,0.256336822,0.302416589,-6.41980308
FBXO36,-0.153098435,2.547552745,-1.141710242,0.255926343,0.301977408,-6.748877607
EEFSEC,-0.066923975,4.223224131,-1.141745303,0.255911825,0.301977408,-7.117983001
ZNF586,-0.094600378,2.87992262,-1.142342858,0.255664472,0.301714621,-6.823373412
C13orf18,-0.22313971,2.13899336,-1.144578707,0.254740455,0.300670222,-6.658069697
LIPE,-0.19132072,1.765705605,-1.144720803,0.25468181,0.300624029,-6.584892905
SLC25A46,-0.097570174,4.843372211,-1.147299494,0.253619203,0.299461491,-7.193827491
XRN1,-0.096322602,5.532609734,-1.148875956,0.252971129,0.298719165,-7.240937434
INSIG2,-0.093474961,5.231770652,-1.149446157,0.252737011,0.298465579,-7.223369782
SERTAD3,-0.11230493,5.1349724,-1.150908862,0.25213714,0.297779992,-7.214872033
GDPD3,-0.27094202,1.354201174,-1.152602597,0.251443779,0.297029408,-6.504686604
B3GALTL,-0.090575198,3.645740385,-1.153444674,0.251099561,0.296668269,-6.988378689
INO80D,-0.101282764,4.485474856,-1.153799835,0.250954481,0.296542332,-7.144489827
PTP4A1,-0.1408303,8.189476352,-1.155921985,0.250088836,0.295564764,-7.152759716
SNX18,-0.111923676,5.728097522,-1.156014122,0.250051301,0.29554307,-7.24026329
CDK5RAP2,-0.104929454,5.79442508,-1.156046471,0.250038123,0.29554307,-7.242129358
DOCK1,-0.100821536,6.08216463,-1.156875448,0.249700598,0.295196488,-7.245411513
FLJ10661,-0.185850714,-1.050056154,-1.160197932,0.24835106,0.293713725,-6.123120484
CTNS,-0.09237026,4.389214566,-1.160576798,0.2481975,0.293554645,-7.122952
TMEM25,-0.121841673,4.274644335,-1.162920947,0.247248877,0.292522471,-7.102305185
C1orf128,-0.076294954,5.490494385,-1.163066988,0.247189862,0.292475106,-7.22262884
GPR64,-0.314545611,1.451822686,-1.164236285,0.246717717,0.291938879,-6.507481396
SLC25A3,-0.072172671,8.201539588,-1.164912566,0.246444937,0.291660892,-7.141678352
NTNG2,-0.275122396,0.655772424,-1.166254003,0.245904498,0.291088363,-6.374788288
PCP4L1,-0.406446707,2.634954107,-1.166917256,0.245637597,0.290794758,-6.739414464
KTN1,-0.111463281,7.704638567,-1.172276634,0.243488469,0.288449978,-7.161166212
GPR137B,-0.141455336,4.478461308,-1.172758933,0.243295724,0.2882438,-7.121568632
LIPT1,-0.097556997,2.315482753,-1.174024686,0.242790398,0.287667232,-6.661259998
FTSJD1,-0.093047826,4.952125365,-1.174575932,0.242570557,0.287428857,-7.172480939
CMTM6,-0.084220303,7.286307344,-1.176285577,0.241889643,0.286666108,-7.179155909
ZNF445,-0.102724275,4.607942957,-1.178258565,0.24110554,0.285802797,-7.132018847
CSDAP1,-0.160517264,1.399394635,-1.178675258,0.24094017,0.285650717,-6.48201229
NLRP2,-0.464065852,2.88695183,-1.180222202,0.240326954,0.284967556,-6.781278316
MON1A,-0.102337003,3.277229517,-1.181267029,0.239913411,0.284499089,-6.871244084
SDHD,-0.099637693,6.382970891,-1.183587544,0.238996767,0.283543012,-7.210929392
GJC1,-0.210257649,3.236614468,-1.187333749,0.237522237,0.281880453,-6.854555081
MTMR15,-0.088050104,4.113895807,-1.187509817,0.237453097,0.281823171,-7.045446137
DLST,-0.063685611,6.676941232,-1.187530393,0.237445018,0.281823171,-7.196240875
SEMA6C,-0.184690638,2.610239381,-1.188646479,0.237007082,0.281355761,-6.708474931
SON,-0.091714041,8.026649202,-1.189922884,0.23650695,0.280805308,-7.122405712
EFS,-0.225144241,3.865742292,-1.19085684,0.236141478,0.280436203,-6.992235827
PALLD,-0.15228624,7.586183836,-1.191056578,0.23606337,0.28036505,-7.145565284
P2RY11,-0.206129669,2.174157239,-1.191124397,0.236036853,0.280355164,-6.611397554
F2R,-0.178600955,5.856543169,-1.191146106,0.236028365,0.280355164,-7.202597753
FOLR2,-0.279054825,4.318284376,-1.192431947,0.23552603,0.279834705,-7.074740902
C12orf51,-0.148713765,5.540994464,-1.193083234,0.235271886,0.279575861,-7.189783275
IFNAR1,-0.065741046,6.647813363,-1.193295341,0.235189161,0.279499111,-7.190622529
